flow,src,src_port,dst,dst_port,protocol,timestamp,duration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,max_fpktl,mean_fpktl,std_fpktl,min_bpktl,max_bpktl,mean_bpktl,std_bpktl,flowBytesPerSecond,flowPktsPerSecond,mean_flowiat,std_flowiat,max_flowiat,min_flowiat,total_fiat,mean_fiat,std_fiat,max_fiat,min_fiat,total_biat,mean_biat,std_biat,max_biat,min_biat,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,fPktsPerSecond,bPktsPerSecond,min_flowpktl,max_flowpktl,mean_flowpktl,std_flowpktl,var_flowpktl,flow_fin,flow_syn,flow_rst,flow_psh,flow_ack,flow_urg,flow_cwr,flow_ece,downUpRatio,avgPacketSize,fAvgSegmentSize,bAvgSegmentSize,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bAvgBytesPerBulk,bAvgPacketsPerBulk,bAvgBulkRate,fSubFlowAvgPkts,fSubFlowAvgBytes,bSubFlowAvgPkts,bSubFlowAvgBytes,fInitWinSize,bInitWinSize,fDataPkts,fHeaderSizeMin,mean_active_s,std_active_s,max_active_s,min_active_s,mean_idle_s,std_idle_s,max_idle_s,min_idle_s,label
127.0.0.1:43741<->127.0.0.1:43741,127.0.0.1,43741,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.773937,1670912120.773937,0,0.0,0.0,1670912120.773937,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:36326<->127.0.0.1:36326,127.0.0.1,36326,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.773302,1670912120.773302,0,0.0,0.0,1670912120.773302,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:11009<->127.0.0.1:11009,127.0.0.1,11009,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.775510,1670912120.775510,0,0.0,0.0,1670912120.775510,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:22326<->127.0.0.1:22326,127.0.0.1,22326,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.774695,1670912120.774695,0,0.0,0.0,1670912120.774695,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:15978<->127.0.0.1:15978,127.0.0.1,15978,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.776199,1670912120.776199,0,0.0,0.0,1670912120.776199,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:8112<->127.0.0.1:8112,127.0.0.1,8112,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.776833,1670912120.776833,0,0.0,0.0,1670912120.776833,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:58425<->127.0.0.1:58425,127.0.0.1,58425,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.778926,1670912120.778926,0,0.0,0.0,1670912120.778926,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:43998<->127.0.0.1:43998,127.0.0.1,43998,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.778258,1670912120.778258,0,0.0,0.0,1670912120.778258,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:25136<->127.0.0.1:25136,127.0.0.1,25136,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.779601,1670912120.779601,0,0.0,0.0,1670912120.779601,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:57317<->127.0.0.1:57317,127.0.0.1,57317,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.777513,1670912120.777513,0,0.0,0.0,1670912120.777513,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:19423<->127.0.0.1:19423,127.0.0.1,19423,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.781085,1670912120.781085,0,0.0,0.0,1670912120.781085,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:30862<->127.0.0.1:30862,127.0.0.1,30862,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.780258,1670912120.780258,0,0.0,0.0,1670912120.780258,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:2592<->127.0.0.1:2592,127.0.0.1,2592,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.781750,1670912120.781750,0,0.0,0.0,1670912120.781750,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:10203<->127.0.0.1:10203,127.0.0.1,10203,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.784433,1670912120.784433,0,0.0,0.0,1670912120.784433,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:43220<->127.0.0.1:43220,127.0.0.1,43220,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.783756,1670912120.783756,0,0.0,0.0,1670912120.783756,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:59966<->127.0.0.1:59966,127.0.0.1,59966,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.785086,1670912120.785086,0,0.0,0.0,1670912120.785086,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:27370<->127.0.0.1:27370,127.0.0.1,27370,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.782493,1670912120.782493,0,0.0,0.0,1670912120.782493,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:25903<->127.0.0.1:25903,127.0.0.1,25903,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.783150,1670912120.783150,0,0.0,0.0,1670912120.783150,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:21647<->127.0.0.1:21647,127.0.0.1,21647,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.788678,1670912120.788678,0,0.0,0.0,1670912120.788678,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:14908<->127.0.0.1:14908,127.0.0.1,14908,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.788042,1670912120.788042,0,0.0,0.0,1670912120.788042,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:46711<->127.0.0.1:46711,127.0.0.1,46711,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.786956,1670912120.786956,0,0.0,0.0,1670912120.786956,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
